Дата	СМИ	text
2023-04-11	1000Банков (1000bankov.ru)	"3000 рублей в подарок за карту Разумная Мир от Ренессанс Кредит. До 31.05.2023.
Банк Ренессанс Кредит дарит 3000 рублей за карту «Разумная» всем клиентам, которые успеют оформить ее в марте и выполнить одно условие. Оформите кредитную карту «Разумная Мир» на этой странице до 31 мая 2023 года и получите 3000 рублей от банка Ренессанс Кредит на карту.Какое условие нужно выполнить, чтобы получить деньги?Оформить Разумную кредитку на акционной странице по 31.05.2023 включительно. При оформлении не по этой ссылке акция не действует!Оплатите новой картой из кредитных средств любые покупки на общую сумму от 3000 рублей до 31.05.2023.Получите от банка 3000 рублей на карту до 21.06.2023 включительно.В акции могут принять участие клиенты, у которых на момент начала акции 1 марта не было действующей Разумной карты.Какие основные преимущества карты Ренессанс Кредит «Разумная МИР»:Кредитный лимит до 600 000 рублей.Льготный период 145 дней без процентов на всё: оплачивайте покупки, переводите и снимайте деньги без потери льготного периода.Бесплатное обслуживание навсегда.Снятие и переводы без комиссии в первый месяц после оформления карты на сайтеСтавка после льготного периода от 9,9% годовых.
Кредитная карта «365 дней без %» 

Подать заявку
"
2023-04-17	1000Банков (1000bankov.ru)	"Газпромбанк дарит 5000 рублей за оформление и использование карты UnionPay
Газпромбанк делает выгоднее для клиентов свою Умную дебетовую карту китайской платежной системы UnionPay. С 26 мая 2023 года условия акции были изменены Газпромбанком. Описанные ниже условия действуют для карт, оформленных до 26 мая. Новые условия акции с возвратом 5000 рублей за карту Union Pay.При оформлении карты до 31 июля 2023 года и совершении оплат по ней держатель карты получит 5000 рублей вознаграждения. Для получения вознаграждения заявку на Умную дебетовую карту UnionPay Газпромбанка необходимо подать строго на странице акции официального сайта банка.Участие в акции доступно клиентам, не имеющим пластиковых карт UnionPay Газпромбанка и заявок на них на 1 мая 2023 года.Как принять участие в акции:Оформите карту Умную дебетовую карту UnionPay до 31 июля 2023 года.Внесите на счет карты 5000 рублей, нужных для списания комиссии за выпуск (они будут компенсированы вознаграждением по акции).Оплачивайте покупки картой в течение 3 месяцев подряд.Вознаграждение до 5000 рублей будет начислено на карту единоразово до десятого рабочего дня месяца, следующего за месяцем выполнения условий акции. Размер вознаграждения зависит от суммы совершенных за 3 месяца покупок:5000 рублей при покупках от 50 000 рублей в месяц3000 рублей при покупках от 10 000 рублей в месяцСтоимость выпуска карты UnionPay 5000 рублей. Таким образом, если успеть оформить карту в период действия акции и выполнить необходимые условия, то выпуск карты получится бесплатным.Преимущества дебетовой карты UnionPay Газпромбанка: Оплата в поездках и бесплатное снятие наличных в 157 странах и в РоссииОплата покупок в зарубежных интернет-магазинахБесплатные переводы в другие банки по номеру телефона через СБП до 100 000 руб. в месяцБесплатная доставка или получение в офисе в день обращения
Дебетовая карта для поездок Юнион Пэй

Оформить онлайн
"
2023-04-26	1000Банков (1000bankov.ru)	"Тинькофф Банк дарит 500 бонусов Магнит за детскую карту со Скрепышами
Тинькофф Банк выпустил детскую дебетовую карту Тинькофф Джуниор с дизайне со Скрепышами. Ребенок может выбрать яркий модный дизайн своей первой банковской карты, а родитель - получить 500 бонусов на карту Магнит Бонус в подарок за оформление детской карты.Карту Тинькофф Джуниор необходимо оформить на специальной странице сайта банка, где можно выбрать дизайн со Скрепышами, а также ввести номер карты Магнит Бонус при оформлении заявки. Бонусы Магнит начисляются только новым клиентам Тинькофф Джуниор. При подаче заявки родителю будет автоматически открыт счет в банке, если его еще нет. Карта ребенка будет привязана к счету родителя. Карту доставит сотрудник банка в течении 1-2 дней с момента оформления.Оформить карту Тинькофф Джуниор СкрепышиДетская карта Tinkoff Junior - полноценная дебетовая карта. Дети могут оплачивать покупки в магазинах, в интернете, подписки. В приложении «Джуниор» доступны билеты в кино с кэшбэком, оплата мобильной связи и интернета, перевод денег. Обслуживание карты бесплатное. Карта приносит кэшбэк-бонусы в награду за покупки: до 30% по спецпредложениям; 2% за оплату в интернет-магазинах; 1% за прочие покупки.Если родители не пользуются бонусами магазина Магнит, карту можно оформить в классическом оранжевом или голубом дизайне, черном весеннем или космическом с летающей тарелкой, пока такие карты есть в наличии.Оформить карту Тинькофф Джуниор КлассическуюДля тех, кто делает покупки в Магните постоянно, будет актуальна дебетовая карта Тинькофф Магнит, которая позволяет получать больше бонусов за покупки в Магните: до 6% в день рождения, 4% - от 10 000 руб. или 100 товаров, 3% - от 5000 руб. или 50-100 товаров, иначе 2,5%. За другие покупки - 1%. До 30% бонусы по спец предложениям. Оплачивать бонусами можно до 50% покупки в Магните.Оформить карту Тинькофф МагнитКстати, при оформлении заявки на карту с промокодом M1000 клиент получит 1000 баллов.
Детская карта Тинькофф Джуниор со Скрепышом +бонусы Магнит

Оформить онлайн
"
2023-04-27	1000Банков (1000bankov.ru)	"180 дней без процентов и бесплатное снятие наличных по карте Газпромбанка
Газпромбанк запустил сразу две акции по своему продукту Кредитная карта “180 дней”. Сейчас можно оформить карту с заметной выгодной.Первая акция продлится до 31 мая 2023 года. Все, кто оформит кредитку Газпромбанка с льготным периодом 180 дней получат вечное бесплатное обслуживание карты. Карта будет стоить держателю 0 рублей на весь срок ее действия.Оформить бесплатную кредитную карту “180 дней без %”Вторая акция продлится до 31 июля 2023 года. Клиенты, успевшие оформить карту в этот период, будут иметь грейс-период 180 дней без % на покупки навсегда и без дополнительных условий. А также в период действия акции снятие наличных до 50 000 рублей будет без комиссии.Преимущества удобной карты «180 дней без процентов» Газпромбанка:Кредитный лимит до 1 000 000 рублей.Длительный льготный период 180 дней.Процентная ставка  от 11,9% годовых.Оплата ЖКУ в мобильном приложении и интернет-банке без комиссии.
Кредитная карта «365 дней без %» 

Подать заявку
"
2023-05-01	1000Банков (1000bankov.ru)	"Бесплатное обслуживание карты для путешествий Тинькофф All Airlines. До 28.05.23.
Тинькофф Банк перед началом сезона отпусков сделал подарок клиентам - выгодную акцию по дебетовой карте для путешествий. Дебетовая карта Тинькофф All Airlines будет бесплатной при оформлении в период действия акции. Оформить Тинькофф All Airlines с бесплатным обслуживаниемСтоимость обслуживания карты при оформлении не по акции 299 рублей или бесплатно при наличии кредита на картсчет или неснижаемом остатке от 100 000 рублей.В подарок к карте клиенты получают бесплатно страховку для визы и поездок по миру, обычная стоимость которой 6000 рублей.С дебетовой картой для путешественников от Тинькофф можно получать авиабилеты бесплатно. Копите мили, платите картой и получайте деньги обратно в обмен на мили.Как копить мили с Тинькофф All Airlines:До 30% кэшбэк милями по спецпредложениям партнеров банка. До 10% кэшбэк милями за траты на путешествия на tinkoff.ru/travel: до 10% за отели и авто, до 5% за авиабилеты, туры и ж/д билеты через Тинькофф Путешествия. До 1,5% кэшбэк милями за другие покупки. Меняйте мили на любые билеты от 6000 рублей по курсу 1 миля = 1 рубль. Срок хранения бонусов 5 лет.Акция продлится по 28 мая 2023 года. 
Дебетовая карта для путешествий ALL Airlines

Оформить онлайн
"
2023-05-01	1000Банков (1000bankov.ru)	"МТС Банк дарит приветственный кешбэк 5000 рублей по новой кредитке. До 16.07.2023
МТС Банк запустил долгосрочную акцию с возможностью получить до 5000 рублей в подарок за покупки по кредитной карте МТС КЭШБЭК. В акции принимают участие только вновь оформленные кредитки.Приветственный кешбэк 5000 рублей по новой кредитке можно получить, если каждый месяц делать 5 покупок на сумму 5 000 рублей. За месяц вернется 1 000 рублей на карту. И так 5 месяцев подряд!Подать заявку на кредитную карту МТС КЭШБЭККак принять участие в акции?Оформите новую кредитную карту МТС КЭШБЭК 111 дней без процентов, перейдя по кнопке с этой страницы, в период с 22 мая по 16 июля 2023 года.Откройте приложение МТС Банка.Перейдите по баннеру с акцией на главной странице приложения и подтвердите своё участие — нажмите на кнопку «Хочу участвовать».Выполните обязательное условие в описании к акции, чтобы получить кешбэк 1 000 рублей.Если у вас нет приложения МТС Банка, можно зарегистрироваться в акции по номеру телефона, перейдя на страницу акции с этой страницы.Условия, которые необходимо выполнить, чтобы получить вознаграждение 5000 рублей:Сделайте от 5 покупок в сумме на 5000 рублей.Просуммируются только самые крупные покупки по карте за месяц, чтобы вы точно получили кешбэк.Успейте сделать покупки за 30 дней с даты оформления карты.Можете делать покупки почти в любых категориях.Участвуйте каждый месяц.Можно участвовать в акции 5 месяцев подряд и вернуть 5000 рублей.Акция начинается для клиента с момента подтверждения участия в ней. С этого дня будет 30 дней, чтобы сделать 5 покупок или больше. Если клиент выполнит условие акции в первый месяц, то акция продлится на второй т.д. Если в какой-то из месяцев клиент не выполнит условие, то акция не продолжится в следующем месяце.Кешбэк 1000 рублей будет выплачен в течение 30 дней с момента окончания каждого периода акции.Кредитная карта МТС Cashback имеет следующие условия:Кредитный лимит до 1 000 000 рублей.Льготный период до 111 дней без процентов.До 2 000 рублей кешбэка по акции для любимых.До 415 дней без % на первую покупку в салонах МТС.Кэшбэк до 25% за покупки до 10 000 рублей в месяц.Кредитная ставка от 11,9% годовых.5% кешбэк в супермаркетах и на АЗС «ЛУКОЙЛ» с подпиской Premium по кредитной карте MTS CASHBACK  до 30 июня 2023 года.
Кредитная карта с кэшбеком МТС КЭШБЭК 111 дней без %

Подать заявку
"
2023-05-02	1000Банков (1000bankov.ru)	"Тинькофф выдает платежные стикеры бесплатно
Тинькофф Банк выпустил платежные стикеры на смартфон для бесконтактной оплаты. Стикер можно получить в подарок при оформлении дебетовой карты Тинькофф Блэк.Платежный стикер Tinkoff Pay — это мини-карта. Он наклеивается на смартфон с обратной стороны. В стикер встроен NFT чип, поэтому с его помощью можно платить телефоном бесконтактно, достаточно поднести телефон к терминалу оплаты. При этом стикер совсем необязательно клеить именно на телефон, его можно приклеить на брелок, рабочий пропуск или любую другую небольшую вещь, которая у вас всегда под рукой. Тинькофф Пэй надежно фиксируется на поверхности, поэтому его трудно будет потерять, но при необходимости можно переклеить на другую поверхность.Оформить карту Tinkoff Black и получить стикер Tinkoff Pay в подарокУсловия по Tinkoff Pay аналогичны условиям по дебетовой карте Tinkoff Black:Обслуживание бесплатно, если хранить от 50 000 руб. на карте, вкладах, накопительных счетах, инвестициях. Иначе обслуживание стоит 99 руб. в месяц.До 5% годовых на остаток до 300 000 руб. с подпиской Tinkoff Pro.Кэшбэк рублями до 30% у партнеров, до 15% в выбранных местах и категориях, 1% за другие покупки.Бесплатное снятие наличных от любой суммы до 500 000 руб. в месяц.Снятие без комиссии от 3000 до 100 000 рублей в любых банкоматах по всему миру.Бесплатные переводы на карты других банков до 20 000 рублей в месяц.Первым о старте выдачи платежных стикеров объявил Альфа-Банк. Он выдает их уже с середины марта 2023 года.
Дебетовая карта Тинькофф Блэк

Оформить онлайн
"
2023-05-03	1000Банков (1000bankov.ru)	"4% кешбэк + 4% скидка на АЗС с картой Фора-Банка. До 31.05.2023.
Фора-Банк предлагает до конца мая выгодную заправку и покупку топлива с дебетовой картой. Держатели дебетовой карты банка, а также клиенты, которые успеют оформить карту до 31 мая 2023 года могут оплачивать топливо на АЗС «Газпромнефть» и «Татнефть» в приложении «Турбо» со скидкой 4% и дополнительно получать кэшбэк также 4%.Дебетовая карта «Всё включено» МИР Gold Фора-Банка оформляется в режиме онлайн и доставляется курьером.Получить дебетовую карту Фора-БанкаОбслуживание карты всегда бесплатное для бюджетников, пенсионеров, студентов, а также всем для всех остальных при остатке от 30 000 рублей или покупках от 15 000 рублей.Как выгодно заправиться?Получите карту Фора-Банка.Скачайте и зарегистрируйтесь в приложении «Турбо».Оплатите топливо через приложение на АЗС или пополните топливный счет картой Фора-Банка.Получите в приложении дополнительную скидку 4%.Получите кешбэк 4% от суммы покупки.Как заправиться на АЗС через приложение «Турбо» Фора-Банка, не выходя из машины:В приложении выберите АЗС.Выберите тип оплаты: по карте Фора-Банка или с топливного счета.Выберите лимит заправки и номер колонки.Подтвердите оплату.Пистолет должен быть вставлен в бак.Начнется автоматическая заправка.Как пополнить топливный счет:В приложении «Турбо» выберите тип и марку топлива.Приобрести можно как акционные партнерские пакеты топлива, так и обычные со скидкой.В описании к пакету представлены детали: объем, цена, скидка, стоимость со скидкой.Выберите способ оплаты пакета топлива - картой. Оплатите картой Фора-Банка.Придет сообщение, что счет оплачен и топливный счет пополнен.Где можно заправиться через приложение «Турбо» Фора-Банка?К приложению подключены АЗС «Газпромнефть» и «Татнефть» в различных городах России. Покрытие и число заправок постоянно увеличивается. Доступные АЗС проверяйте в приложении.
Дебетовая карта «Всё включено» МИР Gold

Оформить онлайн
"
2023-05-11	1000Банков (1000bankov.ru)	"Бесплатное обслуживание кредитки Тинькофф All Games для геймеров. До 4.06.2023
Тинькофф Банк делает в преддверии наступающего лета подарок геймерам, которые хотят оформить кредитную карту. Кредитка с выгодами для любителей игр будет для них бесплатной, при оформлении до 4 июня 2023 года.Обслуживание кредитной карты Тинькофф All Games будет для держателя бесплатным навсегда без условий при оформлении в период действия акции. Карту доставит курьер за 1-2 дня в любом регионе России.Оформить кредитную карту геймера Тинькофф All Games с игровым никнеймомГлавное преимущества карты Тинькофф All Games - высокие бонусы за покупки игр, техники для игр, а также развлечения и кафе. Можно получать кэшбэк бонусными рублями:5% у издателей игр и в игровых магазинах. В League of Legends, Яндекс Игры, 1С Интерес, Dota 2, Lesta Games.2% за электронику и технику. Оборудование, софт, видеоигры, покупки в магазинах электроники, например, М.Видео, Эльдорадо, DNS.2% за развлечения. Кино, концерты, боулинг и многое другое.2% в кафе и барах. А также в ночных клубах и при заказе еды с доставкой.2% за транспорт: такси и каршеринг.1% за остальные покупки.Бонусные рубли можно менять по курсу 1 бонус = 1 рублю на игры и технику для игр. На обратной стороне карты можно напечатать свой игровой никнейм.
Кредитная карта ALL Games с игровым никнеймом

Подать заявку
"
2023-05-16	1000Банков (1000bankov.ru)	"Ренессанс разыграет 100 000 рублей «Неприличных наличных». До 31.05.2023
Банк Ренессанс проводит розыгрыш денежного приза «Неприличные наличные». У участников акции будет шанс получить 100 000 рублей. Акция продлится до 31 мая 2023 года.Чтобы принять участие в розыгрыше 100 000 рублей «Неприличных наличных» нужно всего лишь открыть накопительный счет «Ренкопилка»  в мобильном приложении банка в период с 22 по 31 мая 2023 года включительно. Счет необходимо пополнить на сумму от 1000 рублей. Остаток не меньше 1000 рублей должен сохраниться на накопительном счете до 1 июня включительно. Для получения доступа в мобильное приложение нужно стать клиентом банка. Для этого достаточно оформить любой продукт Ренессанс. До 31 мая банк также проводить акцию, в которой можно получить 3000 рублей в подарок за оформление кредитной карты Разумная. Карта имеет длительный грейс-период. 145 дней без процентов на всё: покупки, снятие наличных и переводы. Кредитный лимит может достигать 600 000 рублей. Обслуживание карты бесплатное без условий навсегда.Подать заявку на карту Разумная и получить 3000 руб.Победитель акции «Неприличные наличные» будет определен 28 июня 2023 года в ходе розыгрыша в прямом эфире в официальной группе ВКонтакте Ренессанс банка.Сравните накопительные счета в разных банках со счетом Ренкопилка от Ренессанс банка.
Кредитная карта «365 дней без %» 

Подать заявку
"
2023-05-18	1000Банков (1000bankov.ru)	"Тинькофф Банк дарит 3 месяца подписки Tinkoff Pro бесплатно. До 31.12.2023
Тинькофф Банк проводит акцию для всех, кто оформит дебетовую карту Tinkoff Black по 31 декабря 2023 года включительно. В  рамках акции клиент получает 3 месяца подписки Tinkoff Pro бесплатно. Tinkoff Pro - это подписка на дополнительные преимущества в Тинькофф Банке. Стоимость подписки 199 рублей в месяц. В рамках акции эта сумма начнет списываться только с 4-го месяца. Подписку можно отключить в любой момент. Получите дебетовую карту Tinkoff Black, оплатите ей любую покупку и получите 3 месяца подписки Tinkoff Pro в подарок. Оформить карту Tinkoff Black и получить 3 месяца Tinkoff Pro бесплатноНапомним, что сейчас к любой дебетовой карте Tinkoff Black банк выдает платежный стикер Tinkoff Pay бесплатно. Не забудьте поставить галочку при подаче заявки.Преимущества для клиента с подпиской Tinkoff Pro:Доход по счетам и вкладам выше: до 5% годовых на остаток и по накопительному счету, до 8,64% годовых доход по вкладу.Кэшбэк за использование сервисов Тинькофф выгоднее: до 30% за траты на развлечения, путешествия, страхование.Кэшбэк до 15% за развлечения при оплате кино, концертов и театров через Тинькофф ГородУвеличенный ежемесячный лимит кэшбэка до 5000 рублей.Обслуживание карт Tinkoff Black и Тинькофф Платинум бесплатно.Оповещения по карте бесплатно.Бонусы за путешествия: до 10% кэшбэка за отели, до 7% - за авиабилеты с возвратом и обменом без комиссии в Тинькофф Путешествиях.Бесплатные звонки в Тинькофф Мобайл.Скидка 30% на интернет. И бесплатный ассистент Олег, который защитит от спама.Открыть СмартВклад в Тинькофф Банке под 8,64% годовых с Tinkoff ProС подпиской Tinkoff Pro доход на остаток по дебетовой карте будет 5% годовых, а доход по вкладу СмартВклад до 8,64% годовых.
Дебетовая карта Тинькофф Блэк

Оформить онлайн
"
2023-05-22	1000Банков (1000bankov.ru)	"СберБанк возвращает кешбэк бонусами 12% за аренду самокатов. До 31.08.2023
СберБанк запустил очень актуальную молодежную акцию - повышенный кэшбэк за аренду самокатов. Акция продлится до конца лета.Всё лето держатели Молодежной СберКарты будут получать кешбэк бонусами 12% за аренду электросамокатов в своем городе. Что нужно для этого сделать:Оформить Молодёжную СберКарту с 1 мая по 30 июня 2023 года.Подключиться к бонусной программе «СберСпасибо».Получать кешбэк за каждую оплату картой аренды самокатов с 1 июня по 31 августа 2023 года.Молодежная СберКарта - это дебетовая карта СберБанка для тех, кому уже исполнилось 14 лет, но нет еще 22 лет. Для оформления карты нужен только паспорт молодого человека. Карту он сможет получить в отделении банка самостоятельно по паспорту. От основной дебетовой СберКарты Молодежная отличается более низкой платой за обслуживание, а также возможностью не платить за него вовсе, если на карту зачисляется стипендия, или траты по карте превышают 5000 рублей в месяц. По карте можно получать бонусы Спасибо до 10% в популярных у молодежи категориях. Раз в сезон можно выбрать 1 категорию из 7 и получать по ней повышенные бонусы СберСпасибо:5% за образование.5% в онлайн-играх.5% за поездки в транспорте.1,5% в кафе и ресторанах.1,5% за одежду и обувь.1% в супермаркетах.0,5% за любые покупки.Бонусы за покупки у партнеров до 30%.Оформить Молодёжную СберКартуПо акции можно арендовать самокат у юридических лиц и индивидуальных предпринимателей из следующего списка:ООО ""ШЕРИНГОВЫЕ ТЕХНОЛОГИИ"" (ИНН 9731081298)ООО ""Вуш"" (9717068640)ООО ""Кик"" (9731010843)ООО «Карусель РУС» (9701032688)ООО «Яндекс.Микромобильность» (9703040187)ИП Нистратов Алексей Александрович (620601203903)ООО ""САМОКАТ ШЕРИНГ"" (7714362922)ООО ""ГелиосСофт"" (5406785743)ИП Серебренников Александр Васильевич (263517296850)ООО «Платежка» (2801196687)ООО ""Илевн РУ"" (7707439885)ООО ""Эковей"" (5036152782)ООО ""САНРЕНТ"" (7702677999)ООО “КИКШЕРИНГ” (7807244103)ИП Маркович Андрей Михайлович (242802540372)ООО ""ЕВРАЗИЙСКИЙ СТАНДАРТ"" (7710951388)
Молодежная СберКарта

Оформить онлайн
"
2023-05-22	1000Банков (1000bankov.ru)	"Газпромбанк обновил условия акции с возвратом 5000 рублей за карту UnionPay
В Газпромбанке действует акция по картам китайской платежной системы UnionPay, рамках которой можно получить возврат до 5000 рублей за покупки по карте. Учитывая, что выпуск карты стоит 5000 рублей, при участии в акции карта обойдется клиенту бесплатно. Оформить нужно  успеть по 31 июля 2023 года.Акция действует на две карты Газпромбанка с платежной системой Юнион Пэй. Это дебетовая карта UnionPay и премиальная карта UnionPay Diamond.Оформить дебетовую карту UnionPay ГазпромбанкаОформите карту UnionPay с 26 мая по 31 июля 2023 и внесите на счет 5 000 рублей для списания комиссии за выпуск. Оплачивайте покупки картой.Получите кешбэк:4000 рублей за покупки на общую сумму от 4000 рублей в первые 2 календарных месяца со дня выпуска карты.5000 рублей за покупки от 50 000 рублей в месяц 3 календарных месяца подряд (в период первых 4 календарных месяцев)Оформить премиальную дебетовую карту UnionPay Diamond Газпромбанка Максимальный кешбэк — 5 000 рублей. Возврат будет начислен до 20-го рабочего дня следующего месяца после выполнения условий.Вернуть комиссию за выпуск карты, могут клиенты, не имеющие пластиковых карт UnionPay Газпромбанка и заявок на них до 01.05.2023Условия акции для тех, кто оформил карту до 26.05.2023.
Дебетовая карта для поездок Юнион Пэй

Оформить онлайн
"
2023-05-24	1000Банков (1000bankov.ru)	"600 рублей в подарок за поход в кафе или ресторан от Уралсиб. До 30.06.2023
В Уралсиб новая акция по дебетовой карте Прибыль. Акция предназначена для тех, кто часто посещает кафе и рестораны. Любители хорошо поесть смогут получать кэшбэк 10% за траты в заведениях общепита.Для подключения опции с повышенным кэшбэком 10% в кафе и ресторанах нужно оформить карту с этой страницы с акцией. Акция продлится только до 30 июня 2023 года, до этой даты нужно успеть получить карту. Доступен выпуск неименной карты. Ее выпустят в день обращения.Максимальная сумма кэшбэка, которую можно получить в течение одного месяца - 600 рублей. Оформить дебетовую карту Прибыль с кэшбэком 10% в кафе и ресторанахОстальные условия по карте Прибыль остаются прежними:До 11% годовых на ежедневный остаток по накопительному счету 2 месяца, далее до 7,5%.Обслуживание бесплатно при покупках от 10000 руб., иначе 99 рублей в месяц.Бесплатно снятие наличных в любых банкоматах от 3 000 рублей.Перевод до 100 000 рублей в месяц без комиссии клиентам других банков через Систему быстрых платежей.Бесплатные платежи за ЖКХ, мобильную связь, интернет, штрафы ГИБДД и другие госуслуги.Если вы редко питаетесь вне дома и предпочитаете домашнюю еду, вы можете оформить карту Прибыль по другой акции, в рамках которой можно получить 1000 рублей на карту просто сыграв в простую веселую игру. Сыграть в игру, оформить Прибыль и получить 1000 рублейПравила игры:1.  Нужно закрашивать части фигур.2. Всего в игре 5 изображений.3. Чтобы получить бонусы, нужно закрасить правильно 1 и больше фигур.
Дебетовая карта Прибыль с процентом на остаток

Оформить онлайн
"
2023-05-24	1000Банков (1000bankov.ru)	"Кэшбэк до 7% в рамках сезонного предложения Фора Банка по дебетовой карте
В Фора Банке с 1 июня по 31 августа 2023 года действует сезонное предложение «Активное лето», в рамках которого держатели дебетовой карты банка смогут получать кэшбэк до 7%.Если у вас еще нет карты с кешбэком Фора-Банка, закажите её, заполнив онлайн-заявку на сайте. Карту бесплатно доставит курьер. Вы также можете забрать ее самостоятельно в офисе банка.Категории с МСС кодами* из раздела «Спорт, отдых, шоппинг, развлечения», в которых выплачивается повышенный летний кешбэк до 7%:4112 - железнодорожные билеты5948 - чемоданы, сумки, кожаные изделия8043 – оптика и солнечные очки5631 – одежда для плавания, белье5941 - спорттовары и товары для отдыха5940 - веломагазины7997 – фитнес-клубы, загородные клубы4411 - круизные линии, речные, морские экскурсии7996 - парки аттракционов, цирки, зоопарки7832 - кинотеатры7922 - театры, музеиОформить дебетовую карту «Всё включено» МИР Gold Фора-БанкаОбратите внимание, что размер кэшбэка не будет одинаковым для всех типов дебетовых карт. Он зависит от тарифа карты.Размер кешбэка:7% по Картам «ВСЕ ВКЛЮЧЕНО» Visa Platinum и «Пакет Премиальный» Visa Platinum.5% по Картам группы «ВСЕ ВКЛЮЧЕНО» Visа Gold/МИР; «МИР Пенсионная»; «Фора-Зарплатный. Посольство».3% по Картам «МИГ».Максимальная сумма кешбэка – 2 000 рублей в месяц в рамках категорий Сезонного предложения. В случае наличия более одной карты Форы-Банка общая сумма выплаты составляет также до 2 000 рублей в месяц.Основные условия по дебетовой карте «Всё включено» МИР Gold:Кэшбэк в сезонных категориях 5%Процент на остаток 4,5% годовых при сумме остатка от 500 001 до 1 000 000 руб.Обслуживание бесплатно бюджетникам, пенсионерам, студентам, а также при остатке от 30 000 руб. или покупках от 15 000 руб., иначе 99 руб. в месяц.Пополнение бесплатно в мобильном приложении, в офисах и терминалах Форабанка, в салонах связи МТС, Билайн и Мегафон через сервис «Золотая корона», через СБП, а также в более чем 6000 устройствах ПромсвязьбанкаСнятие бесплатно до 30 000 руб. во всех банкоматах*MCC (Merchant Category Code) – код вида торговой точки, который назначается на основании главного направления деятельности бизнеса продавца, характеризует суть предоставляемых услуг. Крупные торговые точки могут иметь несколько МСС-кодов. При оплате по карте код сохраняется в информационной системе банка, по нему банк определяет, за какие оплаты нужно начислять кэшбэк.
Дебетовая карта «Всё включено» МИР Gold

Оформить онлайн
"
